id,control,carnegie,carnegie_control,fte,i1,i2,i3,i4,i5,i6,i7,i8,i9,i10,i11,i12,i13,i14,i15,i16,i17,i18,i19,i20,i21,i22,i23,i24,i25,i26,i27,i28,i29,i30,i31,i32,i33,i34,i35,i36,i37,i38,i39,i40,i41,i42,i43,i44,i45,i46,i47,i48,i49,i50,i51,i52,i53,i54,i55,i56,i57,i58,i59,i61,i62,i63,i64,i66,i67,i68,i69,i70,i71,i72,i73,i74,i75,i76,i77,i78,i79,i80,i81,i82,i83,i84,i85,i86,i87,i88,i89,i91,i92,i93,i94,i95,i97,i98,i99,i100
1,1,6,6,5,14.5,4,1,5,9,14.5,3,7,14.5,14.5,6,10,8,2,14.5,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,NA,3,3,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,5,3,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA
2,1,6,6,5,2,5,6,10,4,14.5,14.5,14.5,14.5,14.5,14.5,7,1,14.5,3,14.5,8,9,0,0,2,3,2,5,0,0,2,2,0,0,5,0,0,0,0,3,0,0,0,3,0,3,3,2,2,2,0,0,2,3,2,0,2,3,2,0,2,3,0,0,2,3,0,5,0,5,2,2,0,3,3,2,2,2,2,3,2,5,2,2,0,2,0,0,0,2,3,5,0,0,5,0,0,0,0,0
3,1,6,6,5,3,2,14.5,10,14.5,9,14.5,14.5,6,8,14.5,14.5,1,4,5,14.5,7,14.5,2,0,0,2,5,3,5,3,2,3,0,2,0,2,2,0,2,0,0,0,0,2,2,3,3,2,2,2,2,5,2,2,2,2,3,3,2,2,5,5,0,0,2,2,0,2,0,2,2,3,0,0,2,2,2,0,0,2,2,2,2,0,5,2,0,2,2,0,5,2,0,2,3,0,0,0,0,2
4,1,6,6,5,14.5,6,9,10,8,14.5,14.5,3,14.5,14.5,7,4,14.5,14.5,1,5,2,14.5,5,0,3,5,2,5,3,3,0,2,2,2,0,0,0,3,2,2,3,2,0,2,0,3,3,3,0,0,2,2,0,0,2,0,0,3,2,2,2,0,2,2,0,2,5,0,0,2,0,0,0,2,2,2,2,0,0,2,0,3,0,0,3,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0
5,1,8,8,2,14.5,4,14.5,14.5,7,14.5,14.5,14.5,14.5,10,14.5,5,9,6,1,3,2,8,2,0,0,5,0,0,2,0,0,5,5,2,0,2,2,5,0,0,5,5,0,5,2,NA,NA,NA,NA,NA,5,3,3,0,NA,NA,0,NA,NA,NA,NA,0,0,0,NA,0,0,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,2,NA,5,0,NA,NA,NA,NA,NA,NA,NA,NA
6,1,4,4,4,3,2,1,14.5,4,5,14.5,14.5,8,14.5,9,14.5,14.5,10,14.5,6,14.5,7,5,2,3,5,0,5,0,5,5,5,5,5,0,0,0,2,2,0,0,5,0,0,2,0,2,0,0,0,5,3,3,5,0,0,5,2,2,0,0,3,5,5,2,0,5,2,5,0,2,2,2,0,0,0,0,3,5,3,0,0,2,0,2,0,0,0,0,0,2,0,2,0,5,5,0,0,0,0
7,1,4,4,5,14.5,14.5,4,10,14.5,7,14.5,14.5,14.5,3,2,14.5,14.5,8,6,5,9,1,3,3,3,3,0,3,0,5,3,NA,3,5,2,2,3,3,3,0,5,5,0,2,0,0,0,2,2,0,0,0,2,2,2,2,3,0,2,2,3,3,0,0,2,0,0,3,3,3,3,2,2,3,3,0,2,3,0,3,3,2,2,0,0,2,2,2,2,2,0,2,2,2,2,0,0,0,0,0
8,1,4,4,5,14.5,8,1,14.5,6,5,3,9,14.5,7,10,14.5,2,4,14.5,14.5,14.5,14.5,5,0,0,3,0,2,3,2,2,NA,2,0,0,2,NA,0,0,0,2,NA,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,NA,0,0,0,NA,5,2,2,3,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,4,4,5,5,4,14.5,7,1,2,10,6,14.5,14.5,9,3,14.5,14.5,14.5,14.5,8,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,5,0,NA,NA,NA,NA,3,0,2,5,2,5,0,0,2,2,0,2,5,2,5,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,2,2,3,1,14.5,14.5,14.5,2,8,1,14.5,9,14.5,14.5,14.5,10,7,3,14.5,6,5,4,3,0,0,0,5,0,0,0,0,5,5,5,0,2,2,0,5,3,5,5,0,2,5,3,0,2,5,5,5,3,3,0,3,0,2,5,2,2,2,2,2,5,5,5,5,5,2,5,2,2,2,3,2,2,2,2,2,5,2,5,0,0,0,2,0,2,2,2,5,0,0,2,3,2,2,2,2,2
11,2,8,8,2,14.5,10,9,6,14.5,14.5,14.5,4,5,2,1,7,14.5,8,14.5,3,14.5,14.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,2,0,5,5,2,2,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1,6,6,5,3,2,14.5,14.5,1,7,4,14.5,14.5,10,5,8,6,14.5,14.5,14.5,9,14.5,NA,NA,NA,NA,5,0,0,NA,NA,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,5,0,NA,NA,2,2,3,2,3,2,0,NA,NA,NA,3,NA,NA,2,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2,5,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13,1,6,6,5,14.5,14.5,10,14.5,6,14.5,1,3,14.5,2,5,14.5,14.5,4,7,8,9,14.5,2,0,2,2,2,3,2,3,0,5,5,5,0,0,0,5,2,2,5,3,0,0,3,2,3,2,2,0,5,5,3,2,2,2,2,0,0,3,2,2,2,3,3,3,3,0,0,0,0,3,2,5,5,3,2,3,0,2,2,5,2,2,5,3,2,2,0,0,5,0,0,0,3,0,2,0,0,0
14,1,6,6,5,5,7,14.5,1,14.5,14.5,14.5,4,2,14.5,14.5,8,10,14.5,9,3,6,14.5,3,0,0,2,0,2,5,2,5,3,2,3,0,3,0,5,0,0,3,2,3,2,2,2,2,2,0,2,3,0,3,3,2,0,0,NA,NA,0,0,3,0,3,0,NA,5,0,0,0,0,0,5,5,5,5,3,5,0,5,0,0,NA,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,0
15,1,6,6,5,9,3,10,14.5,1,14.5,14.5,4,14.5,14.5,14.5,7,2,8,14.5,6,14.5,5,0,0,5,0,0,5,3,0,0,0,0,5,0,NA,0,0,0,0,5,0,0,0,0,5,5,0,0,5,5,5,0,0,0,0,0,0,0,0,5,0,5,5,0,5,0,5,0,0,0,5,5,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,NA,NA,5,0,0,0,0
16,1,2,2,5,3,1,2,14.5,8,14.5,14.5,6,4,14.5,5,14.5,14.5,7,14.5,10,14.5,9,NA,0,NA,5,2,0,0,0,NA,0,0,0,NA,0,0,0,0,0,5,3,3,0,5,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,5,0,NA,5,0,3,0,3,0,3,0,3,0,5,2,0,0,3,0,0,0,0,0,0,NA,0,0,NA,0,NA,0,NA,0,2,0,0,0,0,0,0
17,1,4,4,3,14.5,14.5,2,6,4,1,3,14.5,9,8,14.5,7,14.5,5,14.5,14.5,10,14.5,3,0,0,2,0,3,2,3,3,0,2,3,2,0,2,2,2,2,3,2,2,2,0,NA,0,0,0,0,2,2,2,5,2,0,2,0,2,2,2,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0
18,1,6,6,5,2,5,3,14.5,9,14.5,14.5,10,14.5,4,14.5,14.5,14.5,14.5,6,7,8,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,2,6,7,4,2,3,4,5,14.5,10,14.5,1,14.5,14.5,14.5,9,14.5,14.5,14.5,6,7,8,5,0,3,0,3,0,3,0,0,0,0,0,0,0,5,3,2,2,5,0,0,5,0,3,3,3,2,3,0,0,3,3,3,3,3,3,2,3,0,3,0,0,3,3,0,3,5,3,0,2,2,5,2,3,3,2,2,2,0,5,2,2,0,2,0,0,2,2,5,2,3,2,3,2,2,0,2,2
20,1,6,6,5,14.5,8,14.5,14.5,9,1,14.5,3,4,2,10,6,5,14.5,14.5,14.5,14.5,7,0,0,5,0,0,0,2,3,2,3,5,0,0,0,2,2,0,2,0,3,0,2,0,0,5,0,0,5,2,2,2,2,0,2,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0
21,1,1,1,5,3,14.5,14.5,6,1,7,2,5,8,10,4,14.5,14.5,14.5,9,14.5,14.5,14.5,3,2,2,2,3,5,3,3,3,2,2,5,5,0,2,3,2,2,3,5,2,2,2,0,0,0,0,0,2,3,2,3,0,0,0,2,0,0,2,5,3,3,2,2,5,3,3,3,2,2,2,3,2,2,2,0,2,2,2,2,0,0,2,0,2,2,2,0,5,0,2,2,2,0,0,0,0,0
22,1,1,1,4,14.5,8,3,5,14.5,14.5,14.5,4,2,14.5,1,9,14.5,6,14.5,7,10,14.5,0,3,2,0,2,2,0,2,2,0,2,5,0,2,3,0,2,0,5,2,0,2,2,2,2,2,0,0,0,0,2,3,0,2,2,3,2,3,0,0,3,5,2,2,0,2,0,2,2,2,0,5,5,0,0,3,0,3,0,2,2,2,0,2,0,5,0,0,0,2,2,2,2,0,0,2,2,2
23,1,6,6,5,14.5,3,2,14.5,1,14.5,14.5,5,14.5,9,7,14.5,4,10,8,14.5,14.5,6,5,0,3,0,0,5,0,0,3,3,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,0,0,0,0,0,3,2,5,5,0,0,2,5,2,5,2,5,0,5,5,5,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,1,6,6,5,3,2,9,8,1,5,4,14.5,14.5,6,14.5,14.5,14.5,7,14.5,14.5,10,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,1,4,4,5,14.5,14.5,14.5,14.5,14.5,14.5,14.5,1,14.5,2,3,14.5,14.5,14.5,14.5,14.5,14.5,14.5,0,0,0,0,3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,2,2,3,2,2,14.5,10,14.5,7,1,14.5,8,14.5,14.5,14.5,6,14.5,3,14.5,4,5,9,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,5,3,3,0,0,NA,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,2,2,3,2,5,3,7,9,4,8,14.5,1,14.5,14.5,10,6,14.5,14.5,2,14.5,14.5,14.5,0,0,0,0,0,0,0,0,0,5,5,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,2,4,5,2,8,14.5,14.5,1,14.5,4,5,2,6,9,3,14.5,14.5,7,14.5,14.5,14.5,10,3,0,0,5,0,5,0,3,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3,0,0,NA,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
29,2,6,7,5,3,8,4,10,1,2,9,14.5,5,14.5,14.5,6,7,14.5,14.5,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,0,NA,NA,NA,NA,2,0,0,0,0,0,3,5,0,0,0,2,0,2,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
30,2,6,7,5,6,14.5,8,14.5,14.5,10,14.5,14.5,14.5,4,9,14.5,2,5,3,7,1,14.5,5,5,0,3,5,0,0,0,0,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
31,1,6,6,5,4,14.5,14.5,9,2,3,5,14.5,14.5,10,8,1,14.5,7,14.5,14.5,6,14.5,3,0,0,2,0,3,5,0,3,2,3,0,0,0,0,2,0,0,0,3,2,3,0,3,5,2,0,0,5,5,3,2,0,0,0,2,3,0,5,0,3,0,0,0,0,3,2,0,2,2,3,5,5,3,0,0,0,2,0,0,2,2,5,2,5,0,0,0,2,0,2,0,2,2,3,2,2,2
32,1,6,6,5,10,3,2,4,14.5,6,14.5,14.5,14.5,14.5,1,5,14.5,14.5,8,14.5,7,9,0,0,0,0,0,5,0,2,3,0,0,NA,0,0,0,0,2,0,0,0,0,0,0,3,0,3,3,0,0,5,5,5,3,3,0,0,2,3,2,0,5,0,3,0,0,0,5,5,0,2,0,0,0,0,5,2,0,0,5,0,0,0,0,2,0,2,2,5,5,NA,5,0,0,0,0,0,0,2
33,1,6,6,5,3,1,5,4,2,14.5,14.5,10,14.5,14.5,14.5,7,14.5,6,8,14.5,14.5,9,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,6,6,5,2,7,14.5,9,3,1,10,14.5,14.5,14.5,8,14.5,4,6,14.5,14.5,14.5,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,3,5,0,5,3,3,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,2,0,5,2,3,0,NA,2,0,0,0,0,0,0,0,0,3,0
35,1,2,2,2,14.5,4,14.5,3,14.5,14.5,7,2,14.5,9,8,5,14.5,6,1,10,14.5,14.5,2,2,2,3,2,5,0,5,0,5,5,NA,5,0,3,0,2,0,0,0,0,0,0,2,2,2,0,2,5,5,5,5,5,0,2,3,0,0,3,0,2,0,2,2,2,2,2,2,2,2,5,2,2,0,0,5,0,0,2,0,2,2,5,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0
36,1,2,2,2,8,14.5,4,14.5,7,3,1,14.5,14.5,14.5,10,2,9,14.5,6,14.5,14.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,0,0,3,2,2,2,3,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
37,2,6,7,4,14.5,14.5,14.5,4,14.5,14.5,14.5,14.5,14.5,1,3,8,2,6,5,10,9,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,2,0,0,0,2,0,0,0,5,5,5,0,0,0,0,0,2,2,0,0,0,0,0,NA,0,2,2,0,3,0,2,0,0,0,0,2,3,2,NA,0,5,0,2,0,0,0,3,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0
38,2,6,7,4,14.5,4,3,1,9,14.5,10,2,6,14.5,7,14.5,14.5,5,8,14.5,14.5,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,5,3,3,2,2,0,3,2,2,2,0,5,5,5,NA,NA,5,NA,NA,5,5,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
39,2,6,7,4,9,14.5,14.5,7,10,5,14.5,14.5,2,14.5,1,6,14.5,14.5,4,8,3,14.5,2,0,0,3,2,0,0,0,2,5,5,0,0,0,0,5,0,0,5,0,0,3,5,3,3,0,0,0,5,5,5,5,2,0,5,2,0,2,0,5,0,0,2,3,0,2,0,0,0,2,0,3,2,0,0,0,0,2,0,0,0,2,0,2,2,0,0,2,0,0,2,0,2,0,0,0,0,0
40,1,6,6,5,2,4,1,14.5,6,14.5,14.5,3,5,10,7,14.5,14.5,9,14.5,8,14.5,14.5,0,0,2,0,0,0,5,2,5,2,3,3,0,3,0,3,3,5,0,0,3,5,0,2,3,2,2,2,0,3,5,5,3,2,2,0,3,2,3,3,0,5,0,3,0,3,3,3,2,3,0,0,3,2,0,0,0,0,3,5,2,0,2,2,2,3,0,2,2,3,0,0,0,0,0,0,3,0
41,1,6,6,5,7,1,10,6,9,14.5,8,14.5,14.5,14.5,2,5,14.5,14.5,14.5,14.5,4,3,5,0,NA,0,3,0,3,0,0,0,0,5,0,2,2,0,0,2,0,0,0,0,0,NA,0,0,2,0,0,0,0,5,2,2,0,5,2,0,2,0,2,5,2,5,0,2,2,3,5,2,0,2,0,2,0,0,0,2,0,5,0,0,0,2,0,2,2,2,2,5,5,2,2,0,2,2,2,0
42,1,6,6,5,9,8,6,4,14.5,14.5,3,5,10,14.5,14.5,14.5,14.5,1,14.5,2,14.5,7,0,0,0,0,2,2,0,2,2,0,0,2,0,0,0,0,2,0,2,3,2,2,2,0,0,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,2,0,2,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,2,2,2,2,2,0,0,0,0,0,0,0,0,0
43,1,6,6,5,14.5,6,5,9,14.5,7,10,4,3,1,2,14.5,14.5,8,14.5,14.5,14.5,14.5,0,0,0,0,3,0,NA,0,5,0,5,3,0,2,0,5,2,2,0,5,0,3,0,5,2,2,0,3,5,0,5,3,0,0,0,0,0,0,0,0,3,5,3,3,5,0,0,5,2,0,2,0,2,2,2,0,0,3,0,2,0,0,0,NA,0,0,0,0,0,2,0,3,2,0,0,0,0,0
44,1,6,6,5,14.5,1,2,9,8,6,14.5,3,14.5,14.5,10,14.5,14.5,5,14.5,14.5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,2,2,0,5,2,0,3,0,NA,NA,NA,NA,NA,5,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,3,3,0,2,0,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,0,0,0,2,2,0,0
45,1,6,6,5,7,6,5,14.5,14.5,8,14.5,4,14.5,14.5,9,14.5,10,3,1,14.5,2,14.5,0,3,3,0,0,NA,0,0,0,0,0,0,0,2,3,0,3,0,3,0,0,NA,0,2,3,2,2,3,2,3,0,0,2,2,3,3,2,2,0,0,0,0,3,5,3,3,2,5,2,2,3,0,3,2,2,3,3,3,2,3,0,0,0,0,0,2,2,0,5,2,3,2,2,2,2,2,2,2
46,1,6,6,5,8,14.5,14.5,4,6,5,14.5,1,14.5,9,2,14.5,3,10,14.5,14.5,7,14.5,0,3,3,3,3,0,5,0,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,2,2,0,2,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,0,0,2,2,3,3
47,2,6,7,5,14.5,3,14.5,8,14.5,2,6,14.5,14.5,4,7,9,14.5,10,1,14.5,5,14.5,5,2,0,0,0,0,0,0,5,0,0,0,0,3,3,0,3,3,0,0,5,0,3,2,0,2,2,2,0,5,0,0,2,2,0,3,2,2,2,0,0,0,0,0,0,0,5,5,0,0,0,0,0,3,3,0,0,0,0,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
48,2,6,7,5,14.5,4,14.5,14.5,5,3,7,2,14.5,14.5,14.5,1,9,14.5,10,14.5,8,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,NA,NA,NA,NA,0,3,0,0,3,2,3,0,3,5,0,2,0,0,0,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,3,0,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,2,4,5,3,1,6,8,5,9,10,14.5,14.5,14.5,7,14.5,4,14.5,14.5,14.5,3,14.5,2,0,0,5,0,0,3,0,3,3,0,0,0,3,0,0,3,3,0,0,0,0,5,3,0,5,2,3,0,0,5,0,0,0,2,5,2,3,0,2,0,3,5,0,2,5,3,2,5,0,5,2,2,2,2,5,5,0,5,2,5,0,0,0,2,0,2,0,0,0,0,0,2,5,0,0,0,2,0
50,1,6,6,3,10,4,14.5,1,6,14.5,3,5,2,14.5,7,14.5,14.5,14.5,14.5,8,14.5,9,3,0,3,5,0,0,0,0,0,0,0,3,3,0,0,0,3,0,5,3,5,0,0,0,0,0,5,3,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
51,1,2,2,1,4,9,14.5,6,2,10,7,8,14.5,14.5,1,14.5,14.5,5,14.5,3,14.5,14.5,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,NA,0,5,0,0,0,0,0,0,0,0,0,5,5,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
52,1,6,6,5,1,3,6,14.5,2,10,14.5,14.5,14.5,7,5,14.5,4,14.5,14.5,14.5,9,8,5,5,5,3,3,0,5,0,0,2,0,5,0,2,0,2,3,2,5,5,5,0,5,2,3,2,2,5,2,2,2,0,5,2,2,2,2,2,2,0,3,3,2,0,3,2,2,2,2,2,2,2,2,3,0,0,2,3,2,0,2,2,0,2,0,2,2,2,0,0,2,2,3,2,2,0,2,3
53,1,6,6,3,7,14.5,9,14.5,14.5,14.5,10,14.5,1,4,14.5,14.5,6,5,2,14.5,8,3,0,0,0,0,2,0,3,0,5,0,2,0,0,0,0,0,0,0,0,5,0,2,0,3,3,0,0,0,5,0,5,3,0,0,0,3,0,0,0,0,3,3,0,2,2,2,0,3,5,2,0,3,2,0,2,0,0,3,0,3,2,2,0,0,0,0,0,0,3,2,2,0,3,2,0,0,0,0
54,1,6,6,3,14.5,14.5,14.5,14.5,14.5,2,14.5,14.5,7,9,6,3,5,4,8,14.5,10,1,0,0,0,3,3,0,0,0,0,2,0,0,0,5,0,3,5,5,0,5,0,3,0,0,0,3,0,0,0,0,3,3,0,2,0,0,2,0,0,0,2,3,5,2,0,0,0,2,3,0,5,5,5,5,5,0,5,0,0,0,0,0,0,2,0,0,0,0,2,3,2,3,0,2,0,0,2,2
55,1,6,6,4,7,14.5,14.5,4,3,10,6,14.5,14.5,8,5,9,14.5,1,14.5,14.5,2,14.5,2,3,5,0,3,0,0,3,3,0,3,5,5,0,0,0,0,0,0,0,2,5,0,0,0,0,0,2,5,0,5,5,0,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,0,2,5,0,2,5,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0
56,1,6,6,4,3,2,4,7,1,14.5,8,9,14.5,6,5,14.5,14.5,10,14.5,14.5,14.5,14.5,0,0,5,3,3,0,3,0,0,0,3,0,0,2,2,3,0,3,5,0,2,5,3,0,0,0,2,3,3,5,2,3,5,2,0,2,2,0,0,3,0,3,2,5,0,0,5,5,NA,2,3,5,5,5,2,5,5,3,5,0,0,0,3,0,0,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
57,1,6,6,4,14.5,14.5,5,2,10,14.5,4,1,14.5,3,14.5,8,9,7,14.5,14.5,14.5,6,3,0,2,5,0,0,0,NA,2,2,0,2,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0
58,2,4,5,1,7,14.5,2,14.5,10,6,3,9,4,5,14.5,14.5,14.5,1,8,14.5,14.5,14.5,2,2,0,3,2,2,5,2,2,0,2,2,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,3,0,0,2,NA,0,2,2,0,0,2,0,NA,3,0,2,0,2,2,2,NA,2,2,0,0,2,2,3,0,2,2,0,0,0,5,0,0,0,2,0,5,0,0,2,2,0,0,0,0,0
